"game_id","description","assist","player","result","periodTime","totalTime","xx","yy"
24429,"2 punti sbagliato","","Giampaolo Ricci","missed",456,456,555,336
24429,"3 punti sbagliato","","Daulton Hommes","missed",462,462,1245,756
24429,"3 punti sbagliato","","Matt Mooney","missed",491,491,1275,784
24429,"3 punti segnato","Giampaolo Ricci","Billy Baron","made",517,517,45,224
24429,"2 punti segnato","Matt Mooney","Derek Cooke","made",538,538,765,196
24429,"2 punti sbagliato","","Kyle Hines","missed",560,560,1095,196
24429,"3 punti sbagliato","","Prentiss Hubb","missed",577,577,630,924
24429,"2 punti segnato","","Derek Cooke","made",577,577,630,924
24429,"2 punti segnato","Devon Hall","Kyle Hines","made",600,600,750,196
24429,"2 punti sbagliato","","Matt Mooney","missed",42,642,870,504
24429,"2 punti sbagliato","","Devon Hall","missed",63,663,615,280
24429,"3 punti segnato","","Prentiss Hubb","made",81,681,420,812
24429,"3 punti sbagliato","","Giampaolo Ricci","missed",109,709,1365,616
24429,"2 punti sbagliato","","Devon Hall","missed",127,727,780,252
24429,"2 punti sbagliato","","Giampaolo Ricci","missed",127,727,780,252
24429,"2 punti segnato","","Quinn Ellis","made",141,741,1035,364
24429,"2 punti segnato","Nikola Mirotic","Stefano Tonut","made",166,766,315,560
24429,"3 punti sbagliato","","Quinn Ellis","missed",182,782,1155,812
24429,"2 punti segnato","Prentiss Hubb","Derek Cooke","made",190,790,870,196
24429,"3 punti sbagliato","","Stefano Tonut","missed",203,803,75,420
24429,"3 punti sbagliato","","Prentiss Hubb","missed",222,822,720,924
24429,"2 punti segnato","Matt Mooney","Derek Cooke","made",258,858,780,420
24429,"2 punti segnato","","Nikola Mirotic","made",279,879,1005,140
24429,"2 punti sbagliato","","Derek Cooke","missed",292,892,855,140
24429,"3 punti sbagliato","","Stefano Tonut","missed",310,910,30,336
24429,"3 punti sbagliato","","Nikola Mirotic","missed",329,929,1455,112
24429,"2 punti segnato","","Stefano Tonut","made",329,929,1455,112
24429,"2 punti segnato","Quinn Ellis","Toto Forray","made",354,954,855,504
24429,"3 punti sbagliato","","Nicolò Melli","missed",371,971,435,868
24429,"3 punti sbagliato","","Prentiss Hubb","missed",387,987,495,868
24429,"3 punti segnato","Derek Cooke","Davide Alviti","made",394,994,105,504
24429,"2 punti segnato","Quinn Ellis","Derek Cooke","made",409,1009,795,168
24429,"3 punti sbagliato","","Nicolò Melli","missed",431,1031,1455,196
24429,"3 punti segnato","Shavon Shields","Nicolò Melli","made",443,1043,1320,644
24429,"2 punti segnato","","Derek Cooke","made",467,1067,750,196
24429,"2 punti sbagliato","","Nikola Mirotic","missed",485,1085,780,336
24429,"2 punti sbagliato","","Shavon Shields","missed",516,1116,825,196
24429,"2 punti sbagliato","","Toto Forray","missed",524,1124,810,280
24429,"3 punti sbagliato","","Davide Alviti","missed",529,1129,300,756
24429,"2 punti sbagliato","","Quinn Ellis","missed",597,1197,675,280
24429,"3 punti sbagliato","","Devon Hall","missed",599,1199,495,476
24429,"2 punti sbagliato","","Shabazz Napier","missed",22,1222,675,700
24429,"2 punti sbagliato","","Kamar Baldwin","missed",40,1240,390,588
24429,"2 punti segnato","Nicolò Melli","Stefano Tonut","made",56,1256,945,252
24429,"3 punti segnato","Matt Mooney","Paul Stephan Biligha","made",95,1295,450,868
24429,"3 punti sbagliato","","Nikola Mirotic","missed",115,1315,690,952
24429,"3 punti sbagliato","","Nicolò Melli","missed",142,1342,180,616
24429,"3 punti sbagliato","","Kamar Baldwin","missed",149,1349,1410,476
24429,"2 punti segnato","","Shavon Shields","made",160,1360,690,140
24429,"2 punti segnato","Davide Alviti","Kamar Baldwin","made",184,1384,780,196
24429,"2 punti sbagliato","","Shavon Shields","missed",200,1400,750,784
24429,"3 punti segnato","Kamar Baldwin","Davide Alviti","made",211,1411,225,756
24429,"2 punti segnato","Shabazz Napier","Stefano Tonut","made",226,1426,915,140
24429,"2 punti segnato","Stefano Tonut","Shavon Shields","made",266,1466,810,224
24429,"3 punti sbagliato","","Prentiss Hubb","missed",299,1499,45,224
24429,"3 punti sbagliato","","Shabazz Napier","missed",322,1522,60,392
24429,"3 punti segnato","Kamar Baldwin","Toto Forray","made",342,1542,240,756
24429,"2 punti sbagliato","","Davide Alviti","missed",368,1568,735,308
24429,"2 punti segnato","","Shabazz Napier","made",372,1572,810,280
24429,"3 punti sbagliato","","Prentiss Hubb","missed",387,1587,915,924
24429,"3 punti sbagliato","","Shabazz Napier","missed",393,1593,1245,728
24429,"2 punti segnato","Prentiss Hubb","Derek Cooke","made",401,1601,765,224
24429,"2 punti segnato","","Kyle Hines","made",415,1615,840,196
24429,"2 punti segnato","","Kamar Baldwin","made",434,1634,765,280
24429,"3 punti segnato","Prentiss Hubb","Kamar Baldwin","made",466,1666,1110,868
24429,"2 punti sbagliato","","Billy Baron","missed",486,1686,150,308
24429,"3 punti sbagliato","","Giampaolo Ricci","missed",492,1692,1455,112
24429,"3 punti segnato","","Prentiss Hubb","made",510,1710,1110,840
24429,"2 punti sbagliato","","Shavon Shields","missed",532,1732,645,728
24429,"2 punti segnato","Prentiss Hubb","Derek Cooke","made",545,1745,780,224
24429,"3 punti sbagliato","","Daulton Hommes","missed",582,1782,1410,504
24429,"2 punti sbagliato","","Shavon Shields","missed",597,1797,780,308
24429,"3 punti sbagliato","","Giampaolo Ricci","missed",25,1825,1155,784
24429,"3 punti sbagliato","","Prentiss Hubb","missed",44,1844,1095,868
24429,"3 punti sbagliato","","Quinn Ellis","missed",59,1859,300,812
24429,"3 punti sbagliato","","Prentiss Hubb","missed",105,1905,1215,784
24429,"2 punti sbagliato","","Kamar Baldwin","missed",137,1937,690,672
24429,"3 punti sbagliato","","Daulton Hommes","missed",175,1975,1305,672
24429,"2 punti segnato","","Prentiss Hubb","made",184,1984,750,364
24429,"2 punti segnato","","Shavon Shields","made",203,2003,540,644
24429,"2 punti segnato","Kamar Baldwin","Daulton Hommes","made",218,2018,615,196
24429,"3 punti sbagliato","","Devon Hall","missed",242,2042,45,196
24429,"2 punti segnato","","Kamar Baldwin","made",258,2058,780,252
24429,"2 punti sbagliato","","Nicolò Melli","missed",273,2073,945,672
