,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
335,3 punti segnato,Carl Wheatle,Jordon Varnado,made,574,574,780.0,924.0,7
336,3 punti sbagliato,,Payton Terrell Willis,missed,596,596,780.0,1204.0,7
337,2 punti sbagliato,,Angelo Del Chiaro,missed,35,635,780.0,252.0,0
338,2 punti segnato,,Charlie Edward Moore,made,99,699,990.0,336.0,3
339,3 punti segnato,Angelo Del Chiaro,Ryan Hawkins,made,123,723,1320.0,588.0,7
340,3 punti sbagliato,,Ryan Hawkins,missed,160,760,195.0,616.0,6
341,3 punti segnato,,Payton Terrell Willis,made,198,798,675.0,868.0,6
342,2 punti segnato,,Payton Terrell Willis,made,226,826,735.0,280.0,0
343,3 punti sbagliato,,Ryan Hawkins,missed,267,867,375.0,812.0,6
344,3 punti sbagliato,,Payton Terrell Willis,missed,279,879,585.0,868.0,6
345,3 punti segnato,,Jordon Varnado,made,345,945,915.0,868.0,7
346,2 punti segnato,,Jordon Varnado,made,446,1046,480.0,392.0,2
347,2 punti segnato,,Derek Ogbeide,made,480,1080,630.0,252.0,0
348,2 punti sbagliato,,Charlie Edward Moore,missed,518,1118,930.0,308.0,0
349,3 punti sbagliato,,Ryan Hawkins,missed,544,1144,225.0,644.0,6
350,2 punti sbagliato,,Charlie Edward Moore,missed,595,1195,780.0,588.0,3
351,2 punti segnato,,Charlie Edward Moore,made,46,1246,870.0,476.0,3
352,3 punti segnato,,Payton Terrell Willis,made,102,1302,705.0,896.0,6
353,2 punti sbagliato,,Derek Ogbeide,missed,136,1336,615.0,308.0,0
354,2 punti segnato,,Ryan Hawkins,made,136,1336,615.0,308.0,0
355,2 punti sbagliato,,Jordon Varnado,missed,217,1417,660.0,336.0,0
356,2 punti segnato,,Jordon Varnado,made,244,1444,825.0,336.0,0
357,3 punti sbagliato,,Jordon Varnado,missed,278,1478,1425.0,308.0,8
358,2 punti sbagliato,,Jordon Varnado,missed,313,1513,1095.0,168.0,4
359,3 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,345,1545,120.0,476.0,5
360,3 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,380,1580,1260.0,700.0,7
361,3 punti segnato,Carl Wheatle,Jordon Varnado,made,421,1621,1275.0,672.0,7
362,2 punti sbagliato,,Carl Wheatle,missed,450,1650,735.0,196.0,0
363,2 punti sbagliato,,Carl Wheatle,missed,498,1698,780.0,280.0,0
364,2 punti sbagliato,,Derek Ogbeide,missed,498,1698,780.0,280.0,0
365,2 punti sbagliato,,Ryan Hawkins,missed,498,1698,780.0,280.0,0
366,3 punti sbagliato,,Payton Terrell Willis,missed,547,1747,210.0,728.0,6
367,2 punti segnato,,Charlie Edward Moore,made,579,1779,825.0,280.0,0
368,3 punti sbagliato,,Carl Wheatle,missed,77,1877,495.0,896.0,6
369,2 punti segnato,Charlie Edward Moore,Angelo Del Chiaro,made,86,1886,705.0,196.0,0
370,2 punti segnato,,Carl Wheatle,made,116,1916,660.0,308.0,0
371,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,136,1936,120.0,560.0,6
372,3 punti sbagliato,,Charlie Edward Moore,missed,166,1966,330.0,812.0,6
373,2 punti sbagliato,,Charlie Edward Moore,missed,197,1997,900.0,420.0,3
374,2 punti segnato,Charlie Edward Moore,Angelo Del Chiaro,made,224,2024,1035.0,504.0,3
375,3 punti sbagliato,,Carl Wheatle,missed,331,2131,1200.0,728.0,7
376,3 punti segnato,,Charlie Edward Moore,made,368,2168,645.0,896.0,6
377,2 punti segnato,Charlie Edward Moore,Carl Wheatle,made,391,2191,675.0,140.0,0
378,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,427,2227,720.0,168.0,0
379,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,460,2260,720.0,140.0,0
380,2 punti sbagliato,,Jordon Varnado,missed,486,2286,735.0,140.0,0
381,3 punti sbagliato,,Charlie Edward Moore,missed,565,2365,375.0,840.0,6
382,3 punti segnato,Jordon Varnado,Payton Terrell Willis,made,37,37,60.0,364.0,5
383,3 punti sbagliato,,Charlie Edward Moore,missed,61,61,150.0,560.0,6
384,2 punti segnato,,Charlie Edward Moore,made,108,108,855.0,196.0,0
385,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,134,134,795.0,224.0,0
386,2 punti segnato,,Jordon Varnado,made,146,146,1035.0,280.0,4
387,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,190,190,600.0,840.0,6
388,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,219,219,120.0,448.0,5
389,3 punti segnato,,Charlie Edward Moore,made,245,245,510.0,896.0,6
390,2 punti segnato,,Payton Terrell Willis,made,271,271,975.0,504.0,3
391,2 punti sbagliato,,Payton Terrell Willis,missed,309,309,915.0,224.0,0
392,2 punti segnato,,Derek Ogbeide,made,309,309,915.0,224.0,0
393,3 punti segnato,Carl Wheatle,Ryan Hawkins,made,399,399,135.0,588.0,6
394,2 punti sbagliato,,Carl Wheatle,missed,453,453,735.0,756.0,2
395,2 punti sbagliato,,Lorenzo Saccaggi,missed,483,483,390.0,196.0,1
396,2 punti sbagliato,,Charlie Edward Moore,missed,516,516,795.0,476.0,3
397,3 punti segnato,Charlie Edward Moore,Carl Wheatle,made,569,569,1470.0,224.0,8
398,3 punti sbagliato,,Carl Wheatle,missed,32,632,375.0,784.0,6
399,2 punti segnato,Lorenzo Saccaggi,Derek Ogbeide,made,70,670,870.0,224.0,0
400,3 punti segnato,Payton Terrell Willis,Carl Wheatle,made,99,699,990.0,896.0,7
401,2 punti sbagliato,,Jordon Varnado,missed,135,735,405.0,196.0,1
402,3 punti sbagliato,,Jordon Varnado,missed,178,778,150.0,560.0,6
403,3 punti sbagliato,,Jordon Varnado,missed,217,817,1140.0,812.0,7
404,3 punti sbagliato,,Payton Terrell Willis,missed,353,953,585.0,868.0,6
405,3 punti sbagliato,,Ryan Hawkins,missed,385,985,450.0,840.0,6
406,2 punti sbagliato,,Payton Terrell Willis,missed,417,1017,795.0,224.0,0
407,2 punti segnato,,Derek Ogbeide,made,417,1017,795.0,224.0,0
408,2 punti segnato,,Payton Terrell Willis,made,521,1121,900.0,252.0,0
409,2 punti segnato,Derek Ogbeide,Ryan Hawkins,made,564,1164,885.0,196.0,0
410,3 punti sbagliato,,Carl Wheatle,missed,597,1197,435.0,924.0,6
411,3 punti sbagliato,,Ryan Hawkins,missed,6,1206,1305.0,728.0,7
412,2 punti sbagliato,,Derek Ogbeide,missed,98,1298,660.0,224.0,0
413,2 punti sbagliato,,Charlie Edward Moore,missed,116,1316,765.0,308.0,0
414,2 punti sbagliato,,Charlie Edward Moore,missed,135,1335,600.0,364.0,2
415,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,202,1402,645.0,168.0,0
416,3 punti sbagliato,,Ryan Hawkins,missed,239,1439,1260.0,700.0,7
417,3 punti sbagliato,,Charlie Edward Moore,missed,310,1510,840.0,924.0,7
418,3 punti sbagliato,,Payton Terrell Willis,missed,313,1513,1110.0,840.0,7
419,3 punti sbagliato,,Payton Terrell Willis,missed,393,1593,615.0,924.0,6
420,3 punti sbagliato,,Ryan Hawkins,missed,427,1627,1425.0,392.0,8
421,2 punti segnato,Carl Wheatle,Jordon Varnado,made,453,1653,810.0,224.0,0
422,3 punti sbagliato,,Jordon Varnado,missed,477,1677,1155.0,812.0,7
423,3 punti sbagliato,,Ryan Hawkins,missed,548,1748,1110.0,812.0,7
424,3 punti segnato,Carl Wheatle,Payton Terrell Willis,made,595,1795,135.0,672.0,6
425,2 punti sbagliato,,Ryan Hawkins,missed,2,1802,510.0,392.0,2
426,2 punti sbagliato,,Angelo Del Chiaro,missed,16,1816,600.0,448.0,2
427,2 punti sbagliato,,Derek Ogbeide,missed,95,1895,735.0,420.0,2
428,3 punti sbagliato,,Lorenzo Saccaggi,missed,128,1928,240.0,784.0,6
429,3 punti sbagliato,,Ryan Hawkins,missed,202,2002,330.0,840.0,6
430,2 punti sbagliato,,Charlie Edward Moore,missed,204,2004,735.0,252.0,0
431,2 punti segnato,,Charlie Edward Moore,made,267,2067,675.0,504.0,2
432,2 punti segnato,,Charlie Edward Moore,made,301,2101,840.0,308.0,0
433,3 punti segnato,,Charlie Edward Moore,made,328,2128,405.0,868.0,6
434,2 punti segnato,Ryan Hawkins,Jordon Varnado,made,359,2159,615.0,280.0,0
435,3 punti sbagliato,,Jordon Varnado,missed,386,2186,795.0,924.0,7
436,2 punti segnato,,Charlie Edward Moore,made,416,2216,270.0,224.0,1
437,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,446,2246,825.0,532.0,3
438,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,474,2274,930.0,308.0,0
439,2 punti sbagliato,,Jordon Varnado,missed,518,2318,840.0,336.0,0
440,2 punti sbagliato,,Charlie Edward Moore,missed,588,2388,780.0,308.0,0
441,2 punti segnato,,Jordon Varnado,made,12,12,885.0,252.0,0
442,2 punti sbagliato,,Payton Terrell Willis,missed,50,50,405.0,504.0,2
443,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,136,136,45.0,84.0,5
444,2 punti sbagliato,,Ryan Hawkins,missed,156,156,735.0,252.0,0
445,3 punti sbagliato,,Payton Terrell Willis,missed,164,164,705.0,868.0,6
446,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,196,196,780.0,140.0,0
447,3 punti sbagliato,,Ryan Hawkins,missed,273,273,360.0,784.0,6
448,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,310,310,975.0,252.0,0
449,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,340,340,60.0,280.0,5
450,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,372,372,405.0,168.0,1
451,3 punti sbagliato,,Charlie Edward Moore,missed,413,413,495.0,868.0,6
452,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,445,445,780.0,140.0,0
453,3 punti segnato,Derek Ogbeide,Carl Wheatle,made,481,481,1245.0,728.0,7
454,3 punti sbagliato,,Charlie Edward Moore,missed,544,544,630.0,924.0,6
455,2 punti segnato,,Jordon Varnado,made,576,576,780.0,140.0,0
456,2 punti sbagliato,,Charlie Edward Moore,missed,596,596,360.0,588.0,2
457,3 punti segnato,Payton Terrell Willis,Carl Wheatle,made,34,634,735.0,896.0,6
458,2 punti segnato,Ryan Hawkins,Angelo Del Chiaro,made,76,676,765.0,140.0,0
459,3 punti segnato,Lorenzo Saccaggi,Payton Terrell Willis,made,112,712,1320.0,644.0,7
460,2 punti sbagliato,,Carl Wheatle,missed,162,762,735.0,308.0,0
461,3 punti segnato,Carl Wheatle,Payton Terrell Willis,made,190,790,45.0,140.0,5
462,2 punti sbagliato,,Ryan Hawkins,missed,227,827,615.0,392.0,2
463,3 punti sbagliato,,Payton Terrell Willis,missed,276,876,1215.0,784.0,7
464,2 punti sbagliato,,Angelo Del Chiaro,missed,281,881,825.0,252.0,0
465,2 punti sbagliato,,Ryan Hawkins,missed,288,888,885.0,308.0,0
466,3 punti sbagliato,,Jordon Varnado,missed,312,912,1125.0,840.0,7
467,3 punti sbagliato,,Carl Wheatle,missed,346,946,825.0,868.0,7
468,2 punti sbagliato,,Jordon Varnado,missed,394,994,930.0,168.0,0
469,2 punti sbagliato,,Jordon Varnado,missed,485,1085,630.0,196.0,0
470,2 punti segnato,,Jordon Varnado,made,485,1085,630.0,196.0,0
471,3 punti sbagliato,,Charlie Edward Moore,missed,516,1116,1065.0,840.0,7
472,3 punti segnato,Jordon Varnado,Payton Terrell Willis,made,556,1156,90.0,420.0,5
473,2 punti sbagliato,,Charlie Edward Moore,missed,597,1197,765.0,364.0,0
474,3 punti sbagliato,,Charlie Edward Moore,missed,95,1295,675.0,896.0,6
475,3 punti sbagliato,,Jordon Varnado,missed,139,1339,345.0,784.0,6
476,3 punti segnato,Ryan Hawkins,Payton Terrell Willis,made,225,1425,45.0,392.0,5
477,2 punti sbagliato,,Payton Terrell Willis,missed,277,1477,660.0,224.0,0
478,2 punti segnato,,Derek Ogbeide,made,277,1477,660.0,224.0,0
479,2 punti sbagliato,,Payton Terrell Willis,missed,317,1517,810.0,504.0,3
480,2 punti segnato,Derek Ogbeide,Jordon Varnado,made,361,1561,570.0,280.0,0
481,2 punti sbagliato,,Jordon Varnado,missed,401,1601,1050.0,196.0,4
482,2 punti sbagliato,,Lorenzo Saccaggi,missed,437,1637,735.0,196.0,0
483,3 punti segnato,Charlie Edward Moore,Carl Wheatle,made,491,1691,1335.0,616.0,7
484,2 punti sbagliato,,Jordon Varnado,missed,577,1777,405.0,140.0,1
485,3 punti sbagliato,,Payton Terrell Willis,missed,598,1798,690.0,1148.0,6
486,3 punti sbagliato,,Ryan Hawkins,missed,29,1829,360.0,784.0,6
487,2 punti segnato,,Carl Wheatle,made,64,1864,705.0,196.0,0
488,2 punti sbagliato,,Payton Terrell Willis,missed,102,1902,945.0,504.0,3
489,2 punti segnato,,Lorenzo Saccaggi,made,145,1945,810.0,308.0,0
490,3 punti sbagliato,,Lorenzo Saccaggi,missed,184,1984,675.0,924.0,6
491,3 punti sbagliato,,Payton Terrell Willis,missed,217,2017,435.0,896.0,6
492,2 punti sbagliato,,Charlie Edward Moore,missed,274,2074,465.0,336.0,2
493,2 punti sbagliato,,Carl Wheatle,missed,295,2095,675.0,168.0,0
494,2 punti segnato,Jordon Varnado,Derek Ogbeide,made,307,2107,735.0,140.0,0
495,3 punti segnato,Carl Wheatle,Charlie Edward Moore,made,348,2148,525.0,868.0,6
496,3 punti sbagliato,,Carl Wheatle,missed,382,2182,15.0,196.0,5
497,2 punti sbagliato,,Charlie Edward Moore,missed,416,2216,525.0,364.0,2
498,2 punti sbagliato,,Lorenzo Saccaggi,missed,497,2297,885.0,308.0,0
499,2 punti sbagliato,,Derek Ogbeide,missed,497,2297,885.0,308.0,0
500,2 punti segnato,,Jordon Varnado,made,497,2297,885.0,308.0,0
501,2 punti segnato,Ryan Hawkins,Payton Terrell Willis,made,38,38,1065.0,504.0,3
502,3 punti sbagliato,,Jordon Varnado,missed,70,70,1110.0,868.0,7
503,2 punti sbagliato,,Charlie Edward Moore,missed,125,125,885.0,196.0,0
504,2 punti sbagliato,,Derek Ogbeide,missed,125,125,885.0,196.0,0
505,2 punti sbagliato,,Ryan Hawkins,missed,140,140,855.0,252.0,0
506,2 punti segnato,,Payton Terrell Willis,made,148,148,885.0,504.0,3
507,2 punti segnato,,Derek Ogbeide,made,201,201,705.0,168.0,0
508,2 punti segnato,,Charlie Edward Moore,made,247,247,690.0,168.0,0
509,2 punti sbagliato,,Jordon Varnado,missed,276,276,390.0,196.0,1
510,2 punti sbagliato,,Jordon Varnado,missed,305,305,825.0,224.0,0
511,3 punti segnato,,Payton Terrell Willis,made,321,321,1065.0,840.0,7
512,2 punti sbagliato,,Derek Ogbeide,missed,358,358,660.0,196.0,0
513,3 punti sbagliato,,Payton Terrell Willis,missed,379,379,915.0,896.0,7
514,3 punti sbagliato,,Charlie Edward Moore,missed,387,387,285.0,728.0,6
515,2 punti segnato,,Charlie Edward Moore,made,410,410,855.0,224.0,0
516,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,450,450,195.0,644.0,6
517,3 punti segnato,,Payton Terrell Willis,made,481,481,960.0,952.0,7
518,3 punti sbagliato,,Ryan Hawkins,missed,516,516,1005.0,1036.0,7
519,3 punti sbagliato,,Payton Terrell Willis,missed,547,547,315.0,924.0,6
520,3 punti sbagliato,,Payton Terrell Willis,missed,550,550,1215.0,784.0,7
521,2 punti sbagliato,,Charlie Edward Moore,missed,598,598,615.0,196.0,0
522,2 punti sbagliato,,Carl Wheatle,missed,15,615,825.0,224.0,0
523,3 punti segnato,Lorenzo Saccaggi,Payton Terrell Willis,made,37,637,1020.0,1008.0,7
524,2 punti sbagliato,,Lorenzo Saccaggi,missed,77,677,915.0,252.0,0
525,3 punti segnato,Carl Wheatle,Ryan Hawkins,made,104,704,45.0,168.0,5
526,2 punti segnato,,Payton Terrell Willis,made,141,741,735.0,756.0,2
527,2 punti sbagliato,,Lorenzo Saccaggi,missed,186,786,630.0,224.0,0
528,3 punti sbagliato,,Gianluca Della Rosa,missed,225,825,240.0,700.0,6
529,2 punti segnato,,Jordon Varnado,made,225,825,240.0,700.0,6
530,2 punti sbagliato,,Jordon Varnado,missed,341,941,1185.0,476.0,3
531,2 punti sbagliato,,Ryan Hawkins,missed,399,999,585.0,308.0,0
532,2 punti sbagliato,,Derek Ogbeide,missed,399,999,585.0,308.0,0
533,2 punti sbagliato,,Ryan Hawkins,missed,399,999,585.0,308.0,0
534,2 punti sbagliato,,Charlie Edward Moore,missed,424,1024,900.0,280.0,0
535,3 punti sbagliato,,Ryan Hawkins,missed,526,1126,90.0,476.0,5
536,2 punti sbagliato,,Charlie Edward Moore,missed,581,1181,795.0,308.0,0
537,3 punti sbagliato,,Payton Terrell Willis,missed,599,1199,810.0,1260.0,7
538,2 punti segnato,,Payton Terrell Willis,made,73,1273,960.0,308.0,3
539,3 punti segnato,Carl Wheatle,Payton Terrell Willis,made,110,1310,1245.0,784.0,7
540,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,150,1350,660.0,196.0,0
541,3 punti segnato,Payton Terrell Willis,Charlie Edward Moore,made,210,1410,285.0,868.0,6
542,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,245,1445,750.0,140.0,0
543,2 punti sbagliato,,Payton Terrell Willis,missed,281,1481,510.0,252.0,1
544,2 punti sbagliato,,Ryan Hawkins,missed,305,1505,900.0,420.0,3
545,2 punti segnato,,Charlie Edward Moore,made,338,1538,975.0,700.0,3
546,2 punti sbagliato,,Charlie Edward Moore,missed,375,1575,675.0,196.0,0
547,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,408,1608,330.0,784.0,6
548,3 punti sbagliato,,Charlie Edward Moore,missed,444,1644,420.0,812.0,6
549,3 punti segnato,,Charlie Edward Moore,made,450,1650,1215.0,756.0,7
550,3 punti segnato,,Payton Terrell Willis,made,480,1680,525.0,896.0,6
551,3 punti sbagliato,,Carl Wheatle,missed,516,1716,1020.0,868.0,7
552,3 punti sbagliato,,Payton Terrell Willis,missed,551,1751,540.0,1064.0,6
553,2 punti sbagliato,,Angelo Del Chiaro,missed,578,1778,870.0,168.0,0
554,3 punti segnato,Carl Wheatle,Charlie Edward Moore,made,599,1799,45.0,308.0,5
555,3 punti segnato,Charlie Edward Moore,Carl Wheatle,made,46,1846,945.0,896.0,7
556,2 punti sbagliato,,Angelo Del Chiaro,missed,77,1877,660.0,252.0,0
557,2 punti segnato,,Carl Wheatle,made,126,1926,585.0,476.0,2
558,2 punti sbagliato,,Angelo Del Chiaro,missed,174,1974,420.0,252.0,1
559,3 punti sbagliato,,Charlie Edward Moore,missed,202,2002,450.0,952.0,6
560,3 punti sbagliato,,Payton Terrell Willis,missed,241,2041,1080.0,924.0,7
561,2 punti sbagliato,,Payton Terrell Willis,missed,299,2099,525.0,560.0,2
562,3 punti sbagliato,,Charlie Edward Moore,missed,326,2126,270.0,728.0,6
563,2 punti segnato,,Payton Terrell Willis,made,370,2170,825.0,224.0,0
564,2 punti segnato,,Charlie Edward Moore,made,396,2196,825.0,196.0,0
565,2 punti sbagliato,,Charlie Edward Moore,missed,424,2224,795.0,308.0,0
566,2 punti sbagliato,,Charlie Edward Moore,missed,424,2224,795.0,308.0,0
567,2 punti segnato,,Derek Ogbeide,made,424,2224,795.0,308.0,0
568,3 punti segnato,,Charlie Edward Moore,made,476,2276,765.0,1036.0,7
569,3 punti sbagliato,,Charlie Edward Moore,missed,505,2305,255.0,812.0,6
570,3 punti sbagliato,,Carl Wheatle,missed,521,2321,1050.0,896.0,7
571,2 punti sbagliato,,Payton Terrell Willis,missed,521,2321,1050.0,896.0,7
572,3 punti sbagliato,,Payton Terrell Willis,missed,557,2357,360.0,924.0,6
573,3 punti sbagliato,,Charlie Edward Moore,missed,31,31,390.0,812.0,6
574,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,57,57,675.0,168.0,0
575,3 punti sbagliato,,Payton Terrell Willis,missed,91,91,90.0,364.0,5
576,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,136,136,855.0,112.0,0
577,3 punti sbagliato,,Carl Wheatle,missed,212,212,75.0,168.0,5
578,2 punti segnato,,Payton Terrell Willis,made,247,247,840.0,336.0,0
579,3 punti sbagliato,,Ryan Hawkins,missed,283,283,1440.0,504.0,8
580,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,291,291,690.0,196.0,0
581,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,331,331,60.0,224.0,5
582,2 punti segnato,,Charlie Edward Moore,made,362,362,660.0,364.0,0
583,3 punti sbagliato,,Ryan Hawkins,missed,400,400,45.0,84.0,5
584,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,412,412,750.0,224.0,0
585,2 punti segnato,,Payton Terrell Willis,made,469,469,495.0,588.0,2
586,2 punti segnato,Carl Wheatle,Ryan Hawkins,made,493,493,660.0,196.0,0
587,3 punti sbagliato,,Payton Terrell Willis,missed,543,543,345.0,840.0,6
588,3 punti sbagliato,,Charlie Edward Moore,missed,572,572,1035.0,868.0,7
589,2 punti sbagliato,,Gianluca Della Rosa,missed,61,661,705.0,308.0,0
590,2 punti segnato,Derek Ogbeide,Payton Terrell Willis,made,156,756,825.0,196.0,0
591,3 punti segnato,Lorenzo Saccaggi,Charlie Edward Moore,made,191,791,1335.0,644.0,7
592,2 punti segnato,Carl Wheatle,Derek Ogbeide,made,248,848,690.0,280.0,0
593,3 punti sbagliato,,Charlie Edward Moore,missed,276,876,1350.0,616.0,7
594,2 punti segnato,Lorenzo Saccaggi,Charlie Edward Moore,made,293,893,615.0,224.0,0
595,3 punti sbagliato,,Carl Wheatle,missed,339,939,345.0,784.0,6
596,3 punti segnato,Ryan Hawkins,Payton Terrell Willis,made,344,944,90.0,392.0,5
597,3 punti sbagliato,,Charlie Edward Moore,missed,402,1002,1335.0,700.0,7
598,3 punti sbagliato,,Ryan Hawkins,missed,444,1044,315.0,728.0,6
599,2 punti sbagliato,,Charlie Edward Moore,missed,573,1173,975.0,252.0,0
600,2 punti segnato,,Angelo Del Chiaro,made,573,1173,975.0,252.0,0
601,3 punti sbagliato,,Ryan Hawkins,missed,37,1237,1395.0,560.0,7
602,2 punti segnato,Ryan Hawkins,Derek Ogbeide,made,72,1272,570.0,252.0,0
603,2 punti sbagliato,,Derek Ogbeide,missed,105,1305,825.0,252.0,0
604,2 punti segnato,Ryan Hawkins,Derek Ogbeide,made,159,1359,705.0,224.0,0
605,2 punti segnato,,Charlie Edward Moore,made,202,1402,810.0,364.0,0
606,2 punti segnato,,Carl Wheatle,made,254,1454,540.0,420.0,2
607,3 punti sbagliato,,Charlie Edward Moore,missed,293,1493,1320.0,672.0,7
608,2 punti sbagliato,,Payton Terrell Willis,missed,352,1552,975.0,532.0,3
609,3 punti sbagliato,,Charlie Edward Moore,missed,382,1582,315.0,756.0,6
610,3 punti sbagliato,,Carl Wheatle,missed,428,1628,135.0,728.0,6
611,2 punti sbagliato,,Charlie Edward Moore,missed,445,1645,840.0,280.0,0
612,2 punti segnato,,Angelo Del Chiaro,made,445,1645,840.0,280.0,0
613,2 punti sbagliato,,Payton Terrell Willis,missed,471,1671,300.0,168.0,1
614,2 punti sbagliato,,Carl Wheatle,missed,561,1761,780.0,308.0,0
615,2 punti sbagliato,,Angelo Del Chiaro,missed,578,1778,1110.0,168.0,4
616,3 punti segnato,,Gianluca Della Rosa,made,600,1800,735.0,980.0,6
617,3 punti segnato,,Payton Terrell Willis,made,17,1817,720.0,952.0,6
618,3 punti segnato,Ryan Hawkins,Gianluca Della Rosa,made,38,1838,270.0,756.0,6
619,3 punti sbagliato,,Payton Terrell Willis,missed,76,1876,735.0,896.0,6
620,2 punti sbagliato,,Carl Wheatle,missed,76,1876,735.0,896.0,6
621,3 punti sbagliato,,Payton Terrell Willis,missed,116,1916,1005.0,868.0,7
622,3 punti segnato,Payton Terrell Willis,Gianluca Della Rosa,made,149,1949,1035.0,896.0,7
623,2 punti segnato,Gianluca Della Rosa,Derek Ogbeide,made,180,1980,795.0,196.0,0
624,2 punti segnato,,Payton Terrell Willis,made,226,2026,915.0,364.0,3
625,3 punti segnato,Gianluca Della Rosa,Ryan Hawkins,made,273,2073,30.0,224.0,5
626,3 punti sbagliato,,Carl Wheatle,missed,326,2126,195.0,672.0,6
627,3 punti sbagliato,,Payton Terrell Willis,missed,365,2165,645.0,924.0,6
628,2 punti segnato,,Derek Ogbeide,made,366,2166,720.0,252.0,0
629,3 punti sbagliato,,Payton Terrell Willis,missed,394,2194,30.0,140.0,5
630,2 punti segnato,Derek Ogbeide,Ryan Hawkins,made,417,2217,855.0,392.0,3
631,3 punti sbagliato,,Gianluca Della Rosa,missed,472,2272,1125.0,840.0,7
632,3 punti sbagliato,,Payton Terrell Willis,missed,517,2317,135.0,672.0,6
633,3 punti segnato,,Charlie Edward Moore,made,554,2354,495.0,952.0,6
634,3 punti segnato,Carl Wheatle,Charlie Edward Moore,made,24,24,1215.0,868.0,7
635,2 punti segnato,,Derek Ogbeide,made,58,58,375.0,308.0,1
636,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,79,79,1245.0,784.0,7
637,2 punti sbagliato,,Derek Ogbeide,missed,114,114,525.0,196.0,0
638,3 punti segnato,,Payton Terrell Willis,made,150,150,1260.0,700.0,7
639,3 punti segnato,Derek Ogbeide,Payton Terrell Willis,made,192,192,225.0,700.0,6
640,2 punti segnato,,Charlie Edward Moore,made,225,225,1125.0,168.0,4
641,2 punti segnato,,Payton Terrell Willis,made,292,292,450.0,252.0,1
642,2 punti segnato,,Charlie Edward Moore,made,333,333,885.0,168.0,0
643,3 punti sbagliato,,Charlie Edward Moore,missed,353,353,735.0,1148.0,6
644,2 punti segnato,,Payton Terrell Willis,made,382,382,870.0,560.0,3
645,2 punti sbagliato,,Carl Wheatle,missed,418,418,945.0,280.0,0
646,3 punti segnato,Payton Terrell Willis,Carl Wheatle,made,431,431,210.0,924.0,6
647,2 punti segnato,,Carl Wheatle,made,478,478,750.0,280.0,0
648,2 punti sbagliato,,Derek Ogbeide,missed,523,523,495.0,448.0,2
649,2 punti sbagliato,,Payton Terrell Willis,missed,567,567,330.0,336.0,1
650,2 punti sbagliato,,Payton Terrell Willis,missed,597,597,885.0,280.0,0
651,3 punti sbagliato,,Gerry Blakes,missed,8,608,1305.0,728.0,7
652,2 punti segnato,Payton Terrell Willis,Angelo Del Chiaro,made,52,652,630.0,672.0,2
653,3 punti segnato,Carl Wheatle,Gianluca Della Rosa,made,81,681,120.0,812.0,6
654,2 punti sbagliato,,Gerry Blakes,missed,148,748,960.0,308.0,3
655,2 punti sbagliato,,Gerry Blakes,missed,197,797,630.0,476.0,2
656,2 punti segnato,,Carl Wheatle,made,222,822,570.0,196.0,0
657,2 punti segnato,,Derek Ogbeide,made,292,892,825.0,112.0,0
658,2 punti sbagliato,,Charlie Edward Moore,missed,292,892,825.0,112.0,0
659,2 punti sbagliato,,Charlie Edward Moore,missed,323,923,960.0,224.0,0
660,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,334,934,690.0,1092.0,6
661,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,366,966,60.0,392.0,5
662,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,448,1048,870.0,224.0,0
663,3 punti segnato,,Payton Terrell Willis,made,504,1104,210.0,868.0,6
664,2 punti segnato,Charlie Edward Moore,Angelo Del Chiaro,made,528,1128,585.0,224.0,0
665,3 punti sbagliato,,Payton Terrell Willis,missed,565,1165,510.0,924.0,6
