"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti sbagliato","","Amedeo Della Valle","missed",360,960,15,280
"2 punti sbagliato","","Miro Bilan","missed",398,998,735,392
"3 punti sbagliato","","Amedeo Della Valle","missed",548,1148,750,924
"2 punti segnato","","Jason Burnell","made",548,1148,750,924
"2 punti segnato","","C.J. Massinburg","made",582,1182,375,588
"2 punti segnato","","Semaj Christon","made",13,1213,675,196
"2 punti segnato","","John Petrucelli","made",51,1251,555,224
"2 punti sbagliato","","Semaj Christon","missed",85,1285,750,392
"2 punti segnato","Amedeo Della Valle","Michael Cobbins","made",98,1298,765,140
"2 punti sbagliato","","Amedeo Della Valle","missed",154,1354,1020,532
"2 punti sbagliato","","Nicola Akele","missed",183,1383,480,252
"3 punti segnato","John Petrucelli","David Reginald Cournooh","made",204,1404,285,784
"3 punti segnato","","David Reginald Cournooh","made",242,1442,1380,616
"2 punti sbagliato","","John Petrucelli","missed",286,1486,555,308
"2 punti segnato","","Miro Bilan","made",393,1593,795,364
"3 punti sbagliato","","C.J. Massinburg","missed",411,1611,870,980
"3 punti sbagliato","","Jason Burnell","missed",440,1640,1110,812
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",514,1714,885,364
"3 punti sbagliato","","Amedeo Della Valle","missed",525,1725,240,728
"2 punti segnato","","C.J. Massinburg","made",568,1768,720,224
"3 punti sbagliato","","C.J. Massinburg","missed",600,1800,855,896
"3 punti segnato","","C.J. Massinburg","made",25,1825,375,896
"2 punti sbagliato","","John Petrucelli","missed",57,1857,660,252
"2 punti sbagliato","","Miro Bilan","missed",82,1882,735,224
"2 punti segnato","","C.J. Massinburg","made",156,1956,660,168
"2 punti sbagliato","","Jason Burnell","missed",204,2004,615,224
"3 punti sbagliato","","C.J. Massinburg","missed",252,2052,1140,784
"2 punti sbagliato","","Jason Burnell","missed",258,2058,585,196
"2 punti segnato","","C.J. Massinburg","made",324,2124,810,140
"2 punti segnato","Michael Cobbins","Jason Burnell","made",360,2160,690,140
"3 punti sbagliato","","Jason Burnell","missed",412,2212,60,140
"2 punti sbagliato","","Amedeo Della Valle","missed",448,2248,735,448
"2 punti sbagliato","","John Petrucelli","missed",478,2278,570,560
"3 punti segnato","","Miro Bilan","made",515,2315,285,756
"3 punti sbagliato","","Amedeo Della Valle","missed",548,2348,45,308
"3 punti sbagliato","","C.J. Massinburg","missed",600,2400,780,924
"3 punti sbagliato","","Jason Burnell","missed",600,2400,825,980
"2 punti sbagliato","","Amedeo Della Valle","missed",32,32,360,280
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",32,32,780,196
"2 punti sbagliato","","Miro Bilan","missed",75,75,795,252
"2 punti segnato","John Petrucelli","Amedeo Della Valle","made",93,93,690,196
"2 punti segnato","","Semaj Christon","made",119,119,615,392
"3 punti segnato","Kenny Gabriel","Amedeo Della Valle","made",129,129,285,756
"3 punti sbagliato","","John Petrucelli","missed",129,129,720,924
"2 punti segnato","","Semaj Christon","made",197,197,705,308
"2 punti segnato","","Amedeo Della Valle","made",228,228,735,476
"2 punti segnato","Miro Bilan","Kenny Gabriel","made",260,260,780,140
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",289,289,765,168
"2 punti segnato","","Miro Bilan","made",319,319,720,252
"2 punti segnato","","Semaj Christon","made",353,353,915,224
"2 punti segnato","John Petrucelli","Miro Bilan","made",406,406,705,196
"2 punti sbagliato","","David Reginald Cournooh","missed",433,433,750,420
"2 punti segnato","","David Reginald Cournooh","made",469,469,945,560
"2 punti segnato","","Nicola Akele","made",499,499,660,252
"2 punti sbagliato","","John Petrucelli","missed",530,530,855,392
"2 punti segnato","","Jason Burnell","made",589,589,765,336
"2 punti segnato","C.J. Massinburg","Jason Burnell","made",58,658,780,308
"3 punti segnato","Jason Burnell","C.J. Massinburg","made",93,693,705,924
"3 punti segnato","C.J. Massinburg","Nicola Akele","made",121,721,420,840
"2 punti segnato","","David Reginald Cournooh","made",163,763,825,448
"2 punti segnato","","C.J. Massinburg","made",194,794,705,308
"2 punti segnato","C.J. Massinburg","Michael Cobbins","made",214,814,750,140
"3 punti segnato","Michael Cobbins","Amedeo Della Valle","made",263,863,555,868
"3 punti sbagliato","","Amedeo Della Valle","missed",290,890,795,896
"2 punti segnato","Amedeo Della Valle","Michael Cobbins","made",319,919,735,168
"2 punti sbagliato","","Jason Burnell","missed",348,948,780,224
"2 punti sbagliato","","Miro Bilan","missed",406,1006,780,224
"2 punti sbagliato","","Miro Bilan","missed",431,1031,855,168
"3 punti sbagliato","","John Petrucelli","missed",437,1037,315,756
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",469,1069,720,224
"3 punti sbagliato","","Amedeo Della Valle","missed",491,1091,180,644
"2 punti segnato","","Semaj Christon","made",513,1113,660,252
"2 punti sbagliato","","John Petrucelli","missed",533,1133,840,252
"3 punti sbagliato","","Amedeo Della Valle","missed",538,1138,120,560
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",564,1164,990,224
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",598,1198,795,196
"2 punti sbagliato","","Kenny Gabriel","missed",26,1226,660,168
"3 punti sbagliato","","Kenny Gabriel","missed",60,1260,720,896
"2 punti segnato","","Semaj Christon","made",91,1291,675,364
"2 punti segnato","Miro Bilan","Semaj Christon","made",140,1340,795,168
"2 punti segnato","Miro Bilan","Amedeo Della Valle","made",159,1359,825,196
"2 punti segnato","Semaj Christon","Amedeo Della Valle","made",191,1391,720,168
"2 punti sbagliato","","Amedeo Della Valle","missed",235,1435,765,616
"2 punti segnato","","Miro Bilan","made",269,1469,840,252
"2 punti sbagliato","","Semaj Christon","missed",297,1497,870,420
"2 punti segnato","","John Petrucelli","made",321,1521,1155,224
"3 punti sbagliato","","John Petrucelli","missed",346,1546,1425,532
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",383,1583,765,196
"2 punti segnato","Nicola Akele","Miro Bilan","made",422,1622,795,196
"2 punti sbagliato","","Miro Bilan","missed",458,1658,810,224
"2 punti sbagliato","","David Reginald Cournooh","missed",461,1661,870,196
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",484,1684,765,196
"2 punti segnato","","C.J. Massinburg","made",549,1749,825,196
"2 punti sbagliato","","Nicola Akele","missed",18,1818,780,196
"2 punti segnato","","Michael Cobbins","made",18,1818,780,196
"2 punti sbagliato","","Jason Burnell","missed",41,1841,1005,532
"3 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",68,1868,1440,420
"2 punti sbagliato","","Nicola Akele","missed",80,1880,645,504
"3 punti sbagliato","","Jason Burnell","missed",130,1930,1215,700
"2 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",144,1944,840,168
"3 punti segnato","","C.J. Massinburg","made",177,1977,750,868
"2 punti segnato","C.J. Massinburg","Michael Cobbins","made",259,2059,720,140
"2 punti segnato","","David Reginald Cournooh","made",296,2096,780,168
"2 punti segnato","","Jason Burnell","made",329,2129,765,336
"2 punti segnato","","Nicola Akele","made",362,2162,885,196
"2 punti sbagliato","","Matteo Porto","missed",474,2274,645,476
"3 punti segnato","Jason Burnell","Matteo Porto","made",504,2304,1305,644
"3 punti sbagliato","","Nicolas Tanfoglio","missed",535,2335,1140,784
"2 punti sbagliato","","Nicolas Tanfoglio","missed",558,2358,540,532
"3 punti sbagliato","","Nicolas Tanfoglio","missed",591,2391,900,868
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",19,19,165,112
"2 punti segnato","","Semaj Christon","made",71,71,1005,168
"3 punti sbagliato","","Kenny Gabriel","missed",97,97,1395,560
"2 punti segnato","Amedeo Della Valle","Semaj Christon","made",146,146,525,168
"2 punti sbagliato","","Miro Bilan","missed",195,195,1035,308
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",229,229,900,224
"2 punti segnato","Semaj Christon","John Petrucelli","made",283,283,555,196
"3 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",303,303,1470,336
"2 punti sbagliato","","Miro Bilan","missed",335,335,825,308
"2 punti segnato","","Miro Bilan","made",370,370,675,168
"2 punti sbagliato","","John Petrucelli","missed",399,399,1020,448
"2 punti sbagliato","","Miro Bilan","missed",430,430,705,196
"2 punti segnato","Miro Bilan","Jason Burnell","made",462,462,705,224
"2 punti sbagliato","","C.J. Massinburg","missed",502,502,885,420
"3 punti sbagliato","","Kenny Gabriel","missed",506,506,420,812
"2 punti segnato","","Jason Burnell","made",524,524,780,588
"3 punti sbagliato","","Jason Burnell","missed",595,595,855,952
"2 punti segnato","C.J. Massinburg","Nicola Akele","made",25,625,525,224
"2 punti segnato","John Petrucelli","C.J. Massinburg","made",59,659,615,224
"3 punti sbagliato","","David Reginald Cournooh","missed",97,697,945,896
"2 punti segnato","C.J. Massinburg","Nicola Akele","made",135,735,1260,364
"2 punti sbagliato","","C.J. Massinburg","missed",158,758,690,252
"2 punti segnato","David Reginald Cournooh","Jason Burnell","made",161,761,1170,196
"2 punti sbagliato","","David Reginald Cournooh","missed",213,813,1050,168
"3 punti sbagliato","","John Petrucelli","missed",250,850,1410,532
"2 punti segnato","","David Reginald Cournooh","made",261,861,765,252
"3 punti sbagliato","","Semaj Christon","missed",296,896,1290,672
"2 punti segnato","Miro Bilan","Jason Burnell","made",414,1014,1005,308
"2 punti sbagliato","","Miro Bilan","missed",443,1043,990,252
"3 punti sbagliato","","John Petrucelli","missed",445,1045,1425,532
"2 punti sbagliato","","Semaj Christon","missed",509,1109,1125,532
"2 punti sbagliato","","Nicola Akele","missed",579,1179,885,504
"2 punti segnato","","C.J. Massinburg","made",586,1186,705,196
"3 punti sbagliato","","C.J. Massinburg","missed",600,1200,1230,756
"2 punti sbagliato","","Semaj Christon","missed",19,1219,810,196
"2 punti sbagliato","","Amedeo Della Valle","missed",55,1255,1065,448
"2 punti segnato","","Semaj Christon","made",108,1308,870,588
"2 punti segnato","Semaj Christon","John Petrucelli","made",136,1336,855,448
"2 punti sbagliato","","Miro Bilan","missed",170,1370,675,336
"2 punti segnato","","Semaj Christon","made",191,1391,780,672
"3 punti sbagliato","","John Petrucelli","missed",239,1439,195,644
"2 punti sbagliato","","Amedeo Della Valle","missed",256,1456,465,616
"2 punti segnato","","Semaj Christon","made",293,1493,855,252
"2 punti segnato","","Amedeo Della Valle","made",326,1526,810,308
"2 punti segnato","","Amedeo Della Valle","made",361,1561,615,224
"2 punti segnato","Semaj Christon","Miro Bilan","made",391,1591,840,280
"2 punti segnato","","Semaj Christon","made",439,1639,585,364
"2 punti sbagliato","","Nicola Akele","missed",439,1639,600,308
"3 punti segnato","","Semaj Christon","made",439,1639,180,672
"2 punti sbagliato","","Miro Bilan","missed",583,1783,825,252
"2 punti segnato","","Miro Bilan","made",589,1789,750,224
"3 punti sbagliato","","Jason Burnell","missed",33,1833,1335,644
"3 punti sbagliato","","Miro Bilan","missed",45,1845,675,980
"2 punti sbagliato","","Jason Burnell","missed",45,1845,630,336
"2 punti sbagliato","","Nicola Akele","missed",64,1864,720,616
"3 punti sbagliato","","Kenny Gabriel","missed",157,1957,645,980
"3 punti segnato","David Reginald Cournooh","Kenny Gabriel","made",168,1968,1395,672
"2 punti sbagliato","","Semaj Christon","missed",274,2074,975,252
"2 punti segnato","","Miro Bilan","made",282,2082,750,392
"3 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",351,2151,315,784
"3 punti segnato","","Amedeo Della Valle","made",388,2188,645,1008
"3 punti segnato","Semaj Christon","John Petrucelli","made",433,2233,105,504
"2 punti segnato","","Amedeo Della Valle","made",477,2277,1065,504
"2 punti segnato","","John Petrucelli","made",512,2312,705,644
"2 punti segnato","Semaj Christon","John Petrucelli","made",541,2341,855,196
"3 punti sbagliato","","John Petrucelli","missed",583,2383,1335,644
"3 punti sbagliato","","Amedeo Della Valle","missed",600,2400,255,924
"2 punti sbagliato","","Semaj Christon","missed",28,28,870,336
"2 punti sbagliato","","Amedeo Della Valle","missed",53,53,780,224
"3 punti segnato","Amedeo Della Valle","John Petrucelli","made",89,89,1380,476
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",116,116,1455,140
"3 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",154,154,1200,756
"2 punti sbagliato","","Miro Bilan","missed",213,213,840,168
"2 punti segnato","John Petrucelli","Miro Bilan","made",244,244,765,168
"2 punti segnato","","John Petrucelli","made",284,284,570,280
"3 punti segnato","John Petrucelli","Amedeo Della Valle","made",332,332,375,840
"3 punti sbagliato","","Amedeo Della Valle","missed",364,364,465,868
"2 punti segnato","","Kenny Gabriel","made",383,383,990,168
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",406,406,675,896
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",437,437,795,196
"2 punti segnato","","Semaj Christon","made",469,469,855,252
"2 punti segnato","Semaj Christon","Miro Bilan","made",496,496,705,364
"2 punti sbagliato","","C.J. Massinburg","missed",532,532,495,168
"2 punti segnato","","Semaj Christon","made",573,573,795,196
"3 punti sbagliato","","Semaj Christon","missed",600,600,870,924
"3 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",16,616,1185,728
"2 punti segnato","David Reginald Cournooh","Jason Burnell","made",47,647,765,168
"3 punti sbagliato","","C.J. Massinburg","missed",84,684,315,756
"2 punti sbagliato","","C.J. Massinburg","missed",113,713,690,196
"2 punti segnato","","Jason Burnell","made",116,716,765,252
"2 punti segnato","C.J. Massinburg","Kenny Gabriel","made",139,739,735,168
"2 punti sbagliato","","Nicola Akele","missed",176,776,855,280
"3 punti sbagliato","","Jason Burnell","missed",222,822,1275,644
"3 punti sbagliato","","Kenny Gabriel","missed",239,839,405,952
"3 punti segnato","Miro Bilan","David Reginald Cournooh","made",280,880,705,896
"2 punti sbagliato","","Miro Bilan","missed",310,910,735,448
"2 punti segnato","","Amedeo Della Valle","made",330,930,765,560
"2 punti segnato","Jason Burnell","Amedeo Della Valle","made",355,955,855,504
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",389,989,1455,168
"2 punti segnato","Semaj Christon","Jason Burnell","made",451,1051,780,224
"2 punti sbagliato","","Miro Bilan","missed",481,1081,750,252
"2 punti segnato","Miro Bilan","John Petrucelli","made",486,1086,615,336
"2 punti segnato","Semaj Christon","John Petrucelli","made",537,1137,735,224
"3 punti sbagliato","","Amedeo Della Valle","missed",565,1165,795,952
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",576,1176,765,896
"3 punti segnato","Amedeo Della Valle","Semaj Christon","made",597,1197,1065,980
"3 punti sbagliato","","Kenny Gabriel","missed",14,1214,375,784
"2 punti segnato","","Miro Bilan","made",121,1321,765,168
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",146,1346,720,168
"3 punti segnato","Kenny Gabriel","Amedeo Della Valle","made",177,1377,270,700
"3 punti sbagliato","","John Petrucelli","missed",245,1445,90,448
"3 punti segnato","Amedeo Della Valle","John Petrucelli","made",277,1477,1110,784
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",352,1552,60,140
"3 punti sbagliato","","Amedeo Della Valle","missed",382,1582,165,588
"3 punti sbagliato","","Amedeo Della Valle","missed",409,1609,660,868
"2 punti segnato","","Miro Bilan","made",433,1633,735,224
"3 punti sbagliato","","C.J. Massinburg","missed",487,1687,525,840
"2 punti segnato","Jason Burnell","C.J. Massinburg","made",492,1692,810,196
"3 punti sbagliato","","Matteo Porto","missed",532,1732,1440,140
"2 punti segnato","","C.J. Massinburg","made",568,1768,825,252
"3 punti sbagliato","","Matteo Porto","missed",598,1798,1485,336
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",34,1834,360,812
"2 punti segnato","C.J. Massinburg","Jason Burnell","made",78,1878,795,280
"3 punti sbagliato","","Jason Burnell","missed",110,1910,510,812
"2 punti sbagliato","","Nicola Akele","missed",141,1941,795,280
"2 punti segnato","David Reginald Cournooh","Jason Burnell","made",166,1966,630,448
"3 punti sbagliato","","Nicola Akele","missed",206,2006,315,728
"2 punti segnato","","Nicola Akele","made",218,2018,750,308
"2 punti segnato","","Jason Burnell","made",236,2036,780,140
"2 punti sbagliato","","Nicola Akele","missed",274,2074,660,224
"2 punti sbagliato","","C.J. Massinburg","missed",291,2091,705,224
"3 punti sbagliato","","Jason Burnell","missed",350,2150,1140,784
"3 punti segnato","Nicola Akele","C.J. Massinburg","made",354,2154,765,868
"2 punti segnato","Nicola Akele","Jason Burnell","made",426,2226,750,308
"2 punti sbagliato","","Nicola Akele","missed",447,2247,780,280
"3 punti sbagliato","","John Petrucelli","missed",481,2281,450,840
"2 punti segnato","","C.J. Massinburg","made",484,2284,765,168
"3 punti sbagliato","","David Reginald Cournooh","missed",512,2312,975,868
"3 punti sbagliato","","Matteo Porto","missed",535,2335,720,868
"2 punti sbagliato","","Matteo Porto","missed",579,2379,990,280
"2 punti segnato","John Petrucelli","Matteo Porto","made",584,2384,825,168
"2 punti sbagliato","","Semaj Christon","missed",24,24,510,728
"2 punti segnato","John Petrucelli","Miro Bilan","made",52,52,825,196
"3 punti sbagliato","","Amedeo Della Valle","missed",98,98,480,840
"2 punti sbagliato","","John Petrucelli","missed",117,117,885,196
"2 punti sbagliato","","Miro Bilan","missed",139,139,915,252
"3 punti sbagliato","","Amedeo Della Valle","missed",178,178,315,812
"2 punti segnato","","John Petrucelli","made",210,210,780,280
"3 punti segnato","Semaj Christon","John Petrucelli","made",250,250,1410,420
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",267,267,1260,700
"2 punti sbagliato","","Nicola Akele","missed",332,332,855,252
"2 punti segnato","Semaj Christon","Miro Bilan","made",345,345,780,140
"2 punti segnato","","C.J. Massinburg","made",384,384,645,196
"3 punti sbagliato","","Kenny Gabriel","missed",391,391,1440,476
"3 punti sbagliato","","Kenny Gabriel","missed",464,464,1170,812
"2 punti segnato","","Semaj Christon","made",487,487,825,196
"2 punti sbagliato","","Semaj Christon","missed",523,523,705,308
"2 punti segnato","","Jason Burnell","made",559,559,885,224
"3 punti segnato","","C.J. Massinburg","made",594,594,615,840
"2 punti sbagliato","","Kenny Gabriel","missed",21,621,615,196
"2 punti segnato","C.J. Massinburg","Michael Cobbins","made",53,653,735,140
"2 punti sbagliato","","Jason Burnell","missed",101,701,960,308
"3 punti segnato","Jason Burnell","C.J. Massinburg","made",130,730,795,896
"2 punti sbagliato","","David Reginald Cournooh","missed",157,757,660,280
"2 punti segnato","Jason Burnell","Kenny Gabriel","made",178,778,735,168
"3 punti sbagliato","","C.J. Massinburg","missed",214,814,150,560
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",244,844,690,168
"2 punti sbagliato","","Miro Bilan","missed",281,881,690,252
"2 punti segnato","Jason Burnell","Miro Bilan","made",295,895,840,252
"2 punti segnato","Jason Burnell","Miro Bilan","made",325,925,810,168
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",360,960,765,252
"3 punti sbagliato","","C.J. Massinburg","missed",391,991,255,700
"2 punti segnato","","Semaj Christon","made",432,1032,870,196
"2 punti sbagliato","","Jason Burnell","missed",467,1067,945,560
"3 punti sbagliato","","Jason Burnell","missed",531,1131,1380,588
"2 punti segnato","","Miro Bilan","made",548,1148,750,392
"2 punti segnato","","Semaj Christon","made",42,1242,690,168
"2 punti segnato","","Nicola Akele","made",60,1260,645,196
"2 punti segnato","Semaj Christon","Miro Bilan","made",87,1287,765,196
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",103,1303,150,560
"3 punti sbagliato","","Nicola Akele","missed",154,1354,285,728
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",179,1379,795,308
"2 punti segnato","Semaj Christon","Miro Bilan","made",356,1556,810,196
"3 punti sbagliato","","Amedeo Della Valle","missed",410,1610,675,924
"2 punti sbagliato","","Miro Bilan","missed",459,1659,780,700
"3 punti sbagliato","","Jason Burnell","missed",488,1688,1335,672
"2 punti segnato","","Jason Burnell","made",506,1706,810,196
"2 punti sbagliato","","C.J. Massinburg","missed",539,1739,885,224
"3 punti sbagliato","","Semaj Christon","missed",590,1790,1170,784
"2 punti sbagliato","","Michael Cobbins","missed",17,1817,735,140
"3 punti sbagliato","","David Reginald Cournooh","missed",46,1846,225,784
"3 punti sbagliato","","John Petrucelli","missed",161,1961,375,840
"3 punti sbagliato","","John Petrucelli","missed",199,1999,135,672
"3 punti sbagliato","","Semaj Christon","missed",220,2020,555,924
"3 punti segnato","Semaj Christon","John Petrucelli","made",293,2093,690,924
"2 punti sbagliato","","John Petrucelli","missed",330,2130,720,448
"3 punti sbagliato","","C.J. Massinburg","missed",357,2157,240,784
"3 punti segnato","C.J. Massinburg","Kenny Gabriel","made",423,2223,240,784
"3 punti sbagliato","","John Petrucelli","missed",465,2265,720,924
"3 punti sbagliato","","Amedeo Della Valle","missed",524,2324,390,924
"2 punti sbagliato","","Semaj Christon","missed",562,2362,420,560
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",572,2372,690,336
"2 punti sbagliato","","Amedeo Della Valle","missed",590,2390,345,364
"2 punti segnato","","Semaj Christon","made",34,34,525,504
"2 punti sbagliato","","John Petrucelli","missed",53,53,675,140
"3 punti sbagliato","","John Petrucelli","missed",100,100,135,616
"2 punti segnato","","Nicola Akele","made",104,104,690,140
"2 punti segnato","Semaj Christon","Nicola Akele","made",149,149,735,168
"2 punti sbagliato","","Miro Bilan","missed",218,218,735,308
"3 punti sbagliato","","Semaj Christon","missed",328,328,405,840
"3 punti segnato","","Amedeo Della Valle","made",343,343,930,868
"2 punti sbagliato","","Amedeo Della Valle","missed",412,412,600,280
"2 punti segnato","Miro Bilan","Nicola Akele","made",425,425,735,168
"2 punti segnato","David Reginald Cournooh","Amedeo Della Valle","made",463,463,1275,224
"3 punti sbagliato","","Kenny Gabriel","missed",503,503,1320,672
"2 punti segnato","","Jason Burnell","made",507,507,705,168
"2 punti segnato","Miro Bilan","Jason Burnell","made",544,544,855,224
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",584,584,690,168
"3 punti sbagliato","","Amedeo Della Valle","missed",600,600,540,868
"3 punti sbagliato","","Jason Burnell","missed",15,615,1425,392
"2 punti segnato","","David Reginald Cournooh","made",43,643,960,224
"2 punti sbagliato","","David Reginald Cournooh","missed",105,705,1200,308
"3 punti segnato","C.J. Massinburg","Kenny Gabriel","made",140,740,1095,812
"3 punti sbagliato","","Kenny Gabriel","missed",176,776,1095,896
"2 punti segnato","","John Petrucelli","made",208,808,840,196
"2 punti segnato","","David Reginald Cournooh","made",228,828,705,168
"3 punti sbagliato","","C.J. Massinburg","missed",272,872,1260,644
"2 punti sbagliato","","David Reginald Cournooh","missed",277,877,660,196
"2 punti sbagliato","","David Reginald Cournooh","missed",280,880,1245,280
"2 punti segnato","John Petrucelli","Michael Cobbins","made",316,916,780,224
"3 punti sbagliato","","C.J. Massinburg","missed",344,944,345,728
"3 punti segnato","","Amedeo Della Valle","made",423,1023,255,756
"3 punti segnato","","Amedeo Della Valle","made",466,1066,210,700
"2 punti sbagliato","","Nicola Akele","missed",507,1107,660,252
"3 punti sbagliato","","Amedeo Della Valle","missed",573,1173,420,868
"3 punti sbagliato","","Semaj Christon","missed",34,1234,225,672
"3 punti sbagliato","","Amedeo Della Valle","missed",92,1292,285,756
"3 punti sbagliato","","Amedeo Della Valle","missed",189,1389,1230,784
"2 punti sbagliato","","Amedeo Della Valle","missed",275,1475,885,560
"2 punti segnato","","John Petrucelli","made",318,1518,840,168
"2 punti sbagliato","","David Reginald Cournooh","missed",348,1548,795,168
"3 punti sbagliato","","Jason Burnell","missed",426,1626,1380,560
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",495,1695,300,756
"3 punti segnato","David Reginald Cournooh","Michael Cobbins","made",543,1743,1260,700
"3 punti sbagliato","","Kenny Gabriel","missed",571,1771,735,924
"3 punti sbagliato","","Jason Burnell","missed",598,1798,270,812
"2 punti sbagliato","","Kenny Gabriel","missed",12,1812,435,364
"2 punti sbagliato","","David Reginald Cournooh","missed",35,1835,855,252
"2 punti sbagliato","","Semaj Christon","missed",88,1888,885,196
"3 punti sbagliato","","Kenny Gabriel","missed",114,1914,1200,784
"2 punti segnato","","Semaj Christon","made",151,1951,945,616
"2 punti sbagliato","","Semaj Christon","missed",187,1987,555,392
"3 punti segnato","Semaj Christon","C.J. Massinburg","made",215,2015,1200,756
"2 punti segnato","Semaj Christon","Miro Bilan","made",249,2049,735,140
"2 punti segnato","","Semaj Christon","made",281,2081,570,616
"2 punti sbagliato","","Semaj Christon","missed",358,2158,705,644
"3 punti sbagliato","","C.J. Massinburg","missed",433,2233,1080,840
"2 punti sbagliato","","Semaj Christon","missed",464,2264,540,252
"3 punti sbagliato","","Amedeo Della Valle","missed",489,2289,210,700
"2 punti segnato","","Jason Burnell","made",504,2304,765,168
"3 punti sbagliato","","C.J. Massinburg","missed",554,2354,210,672
"3 punti sbagliato","","John Petrucelli","missed",597,2397,1365,560
"2 punti sbagliato","","Amedeo Della Valle","missed",31,31,360,336
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",61,61,270,756
"2 punti sbagliato","","Miro Bilan","missed",103,103,960,224
"2 punti segnato","","Semaj Christon","made",174,174,480,420
"2 punti sbagliato","","John Petrucelli","missed",219,219,510,504
"2 punti sbagliato","","Miro Bilan","missed",267,267,495,364
"2 punti sbagliato","","Miro Bilan","missed",296,296,615,140
"2 punti sbagliato","","Miro Bilan","missed",323,323,780,196
"2 punti sbagliato","","John Petrucelli","missed",352,352,690,252
"2 punti segnato","","John Petrucelli","made",357,357,690,196
"2 punti segnato","","Semaj Christon","made",398,398,750,224
"2 punti segnato","","Semaj Christon","made",445,445,870,700
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",483,483,1155,728
"2 punti sbagliato","","Semaj Christon","missed",517,517,930,140
"2 punti sbagliato","","Semaj Christon","missed",547,547,750,308
"2 punti sbagliato","","Semaj Christon","missed",547,547,750,308
"2 punti sbagliato","","Amedeo Della Valle","missed",587,587,705,196
"3 punti sbagliato","","Jason Burnell","missed",15,615,1440,140
"2 punti sbagliato","","David Reginald Cournooh","missed",43,643,630,504
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",147,747,1110,812
"2 punti sbagliato","","C.J. Massinburg","missed",196,796,735,308
"2 punti segnato","Jason Burnell","Miro Bilan","made",227,827,780,196
"2 punti sbagliato","","C.J. Massinburg","missed",267,867,705,196
"2 punti sbagliato","","Jason Burnell","missed",267,867,1155,252
"3 punti sbagliato","","Nicola Akele","missed",335,935,1275,700
"2 punti sbagliato","","Semaj Christon","missed",343,943,840,196
"2 punti segnato","","Miro Bilan","made",343,943,840,196
"3 punti sbagliato","","Kenny Gabriel","missed",412,1012,330,784
"2 punti segnato","","John Petrucelli","made",419,1019,735,252
"2 punti segnato","Miro Bilan","Amedeo Della Valle","made",538,1138,330,140
"2 punti sbagliato","","Miro Bilan","missed",38,1238,780,196
"2 punti sbagliato","","Miro Bilan","missed",42,1242,795,196
"2 punti sbagliato","","Semaj Christon","missed",81,1281,840,700
"3 punti sbagliato","","Amedeo Della Valle","missed",143,1343,645,868
"2 punti segnato","","Semaj Christon","made",172,1372,975,448
"3 punti sbagliato","","Kenny Gabriel","missed",220,1420,510,840
"2 punti sbagliato","","Nicola Akele","missed",287,1487,720,168
"3 punti sbagliato","","Amedeo Della Valle","missed",303,1503,390,756
"2 punti segnato","","Semaj Christon","made",330,1530,750,448
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",359,1559,705,196
"2 punti segnato","Semaj Christon","Jason Burnell","made",378,1578,765,252
"3 punti sbagliato","","Jason Burnell","missed",460,1660,240,672
"2 punti segnato","Semaj Christon","Jason Burnell","made",525,1725,705,224
"2 punti sbagliato","","John Petrucelli","missed",551,1751,945,280
